date,symbol,contract_address,avg_stableBorrowRate,avg_variableBorrowRate,avg_supplyRate,avg_liquidityIndex,avg_variableBorrowIndex
2023-09-22,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,0.06461680326764134,0.046168032676413506,0.0345815777395307,1.0174968364106476,1.0268502589126163
2023-07-09,cbETH,0xbe9895146f7af43049ca1c1ae358b0541ea49704,0.09677977196174366,0.006779771961743657,0.00025116757570244834,1.000325707435151,1.00082508550679
2023-12-09,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.07950652567182301,0.011146586098184601,0.0011183978958939956,1.001725502250708,1.0115353868598362
2023-07-27,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,0.05478307748266258,0.03826461986130081,0.026476575132948287,1.0110232249249516,1.0178934909552564
2023-09-30,cbETH,0xbe9895146f7af43049ca1c1ae358b0541ea49704,0.10239929730825907,0.012399297308259092,0.0008402040351165166,1.0006303238182572,1.0038132235008443
2023-12-04,wstETH,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.07615669638112856,0.0038012834287696304,4.204602968618877e-05,1.0005206297953801,1.0035581854797946
2024-01-21,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,0.13141772456811088,0.11230372232183768,0.09009027343549442,1.0370914585409154,1.0513538872435648
2023-10-28,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0.25877945782402917,0.1087794578240292,0.0297082230741409,1.0163787628175533,1.0544383346602733
2024-01-13,wstETH,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.07557416486647425,0.0031459354747835518,1.734458640204785e-05,1.0005264698392513,1.0039462786341395
2023-04-09,wstETH,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.07557492449323192,0.003146790054885895,1.7301961095120812e-05,1.0003342018459238,1.0010451861589114
2023-06-25,AAVE,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.08999999999999998,0.0,0.0,1.0,1.0
2023-10-19,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.0760665185965244,0.009180867769442507,0.0007587003180660049,1.0015191079718955,1.0098086457553783
2023-11-10,AAVE,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.09,0.0,0.0,1.0,1.0
2023-04-03,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.05354924711574319,0.028393976925945478,0.016337442524008802,1.0030880458074611,1.00519500155772
2023-02-27,AAVE,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.09000000000000001,0.0,0.0,1.0,1.0
2023-06-03,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0.22956935352467447,0.07956935352467452,0.013673232072699604,1.000345898551276,1.0047933184021751
2023-08-01,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0.2546621036419486,0.10466210364194858,0.027089679287265026,1.0052675409280318,1.021925278634237
